"teams","pr_rnk","wins","loss","yr","conf"
"Ohio State",NA,"22","5","2018","big-ten"
"Michigan State","2","24","3","2018","big-ten"
"Purdue","20","23","4","2018","big-ten"
"Nebraska",NA,"19","8","2018","big-ten"
"Michigan",NA,"20","7","2018","big-ten"
"Penn State",NA,"18","9","2018","big-ten"
"Indiana",NA,"14","12","2018","big-ten"
"Northwestern","15","15","11","2018","big-ten"
"Maryland","19","17","10","2018","big-ten"
"Wisconsin",NA,"11","16","2018","big-ten"
"Minnesota",NA,"14","13","2018","big-ten"
"Iowa",NA,"12","15","2018","big-ten"
"Illinois",NA,"12","14","2018","big-ten"
"Rutgers",NA,"12","15","2018","big-ten"
"UC-Santa Barbara",NA,"18","14","2003","big-west"
"UC-Irvine",NA,"20","9","2003","big-west"
"Utah State",NA,"24","9","2003","big-west"
"Cal Poly",NA,"16","14","2003","big-west"
"Idaho",NA,"13","15","2003","big-west"
"Cal State Northridge",NA,"14","15","2003","big-west"
"Cal State Fullerton",NA,"10","19","2003","big-west"
"Pacific",NA,"12","16","2003","big-west"
"UC-Riverside",NA,"6","18","2003","big-west"
"Long Beach State",NA,"5","22","2003","big-west"
"Utah State",NA,"25","4","2004","big-west"
"Pacific",NA,"25","8","2004","big-west"
"UC-Santa Barbara",NA,"16","12","2004","big-west"
"Idaho",NA,"14","16","2004","big-west"
"Cal State Northridge",NA,"14","16","2004","big-west"
"Cal State Fullerton",NA,"11","17","2004","big-west"
"UC-Riverside",NA,"11","17","2004","big-west"
"Cal Poly",NA,"11","16","2004","big-west"
"UC-Irvine",NA,"11","17","2004","big-west"
"Long Beach State",NA,"6","21","2004","big-west"
"Pacific",NA,"27","4","2005","big-west"
"Utah State",NA,"24","8","2005","big-west"
"Cal State Fullerton",NA,"21","11","2005","big-west"
"Cal State Northridge",NA,"18","13","2005","big-west"
"UC-Irvine",NA,"16","13","2005","big-west"
"UC-Santa Barbara",NA,"11","18","2005","big-west"
"Long Beach State",NA,"10","20","2005","big-west"
"Idaho",NA,"8","22","2005","big-west"
"UC-Riverside",NA,"9","19","2005","big-west"
"Cal Poly",NA,"5","22","2005","big-west"
"Pacific",NA,"24","8","2006","big-west"
"UC-Irvine",NA,"16","13","2006","big-west"
"Long Beach State",NA,"18","12","2006","big-west"
"Cal Poly",NA,"10","19","2006","big-west"
"UC-Santa Barbara",NA,"15","14","2006","big-west"
"Cal State Fullerton",NA,"16","13","2006","big-west"
"Cal State Northridge",NA,"11","17","2006","big-west"
"UC-Riverside",NA,"5","23","2006","big-west"
"Long Beach State",NA,"24","8","2007","big-west"
"Cal State Fullerton",NA,"20","10","2007","big-west"
"Cal Poly",NA,"19","11","2007","big-west"
"UC-Santa Barbara",NA,"18","11","2007","big-west"
"UC-Irvine",NA,"15","18","2007","big-west"
"Cal State Northridge",NA,"14","17","2007","big-west"
"Pacific",NA,"12","19","2007","big-west"
"UC-Riverside",NA,"7","24","2007","big-west"
"Cal State Fullerton",NA,"24","9","2008","big-west"
"UC-Santa Barbara",NA,"23","9","2008","big-west"
"Cal State Northridge",NA,"20","10","2008","big-west"
"Pacific",NA,"21","10","2008","big-west"
"UC-Irvine",NA,"18","16","2008","big-west"
"Cal Poly",NA,"12","18","2008","big-west"
"UC-Riverside",NA,"9","21","2008","big-west"
"Long Beach State",NA,"6","25","2008","big-west"
"UC-Davis",NA,"9","22","2008","big-west"
"Cal State Northridge",NA,"17","14","2009","big-west"
"Pacific",NA,"21","13","2009","big-west"
"Long Beach State",NA,"15","15","2009","big-west"
"UC-Riverside",NA,"17","13","2009","big-west"
"UC-Santa Barbara",NA,"16","15","2009","big-west"
"UC-Irvine",NA,"12","19","2009","big-west"
"Cal State Fullerton",NA,"15","17","2009","big-west"
"UC-Davis",NA,"13","19","2009","big-west"
"Cal Poly",NA,"7","21","2009","big-west"
"UC-Santa Barbara",NA,"20","10","2010","big-west"
"Pacific",NA,"23","12","2010","big-west"
"Long Beach State",NA,"17","16","2010","big-west"
"UC-Davis",NA,"14","18","2010","big-west"
"Cal State Fullerton",NA,"16","15","2010","big-west"
"Cal Poly",NA,"12","19","2010","big-west"
"UC-Irvine",NA,"14","18","2010","big-west"
"Cal State Northridge",NA,"11","21","2010","big-west"
"UC-Riverside",NA,"12","17","2010","big-west"
"Long Beach State",NA,"22","12","2011","big-west"
"Cal Poly",NA,"15","15","2011","big-west"
"Cal State Northridge",NA,"14","18","2011","big-west"
"UC-Santa Barbara",NA,"18","14","2011","big-west"
"Pacific",NA,"16","15","2011","big-west"
"Cal State Fullerton",NA,"11","20","2011","big-west"
"UC-Irvine",NA,"13","19","2011","big-west"
"UC-Riverside",NA,"12","19","2011","big-west"
"UC-Davis",NA,"10","20","2011","big-west"
"Long Beach State",NA,"25","9","2012","big-west"
"Cal State Fullerton",NA,"21","10","2012","big-west"
"UC-Santa Barbara",NA,"20","11","2012","big-west"
"Cal Poly",NA,"18","15","2012","big-west"
"UC-Riverside",NA,"14","17","2012","big-west"
"UC-Irvine",NA,"12","20","2012","big-west"
"Pacific",NA,"11","19","2012","big-west"
"Cal State Northridge",NA,"7","21","2012","big-west"
"UC-Davis",NA,"5","26","2012","big-west"
"Long Beach State",NA,"19","14","2013","big-west"
"Pacific",NA,"22","13","2013","big-west"
"Cal Poly",NA,"18","14","2013","big-west"
"UC-Irvine",NA,"21","16","2013","big-west"
"Hawaii",NA,"17","15","2013","big-west"
"UC-Davis",NA,"14","17","2013","big-west"
"UC-Santa Barbara",NA,"11","20","2013","big-west"
"Cal State Fullerton",NA,"14","18","2013","big-west"
"Cal State Northridge",NA,"14","17","2013","big-west"
"UC-Riverside",NA,"6","25","2013","big-west"
"UC-Irvine",NA,"23","12","2014","big-west"
"UC-Santa Barbara",NA,"21","9","2014","big-west"
"Long Beach State",NA,"15","17","2014","big-west"
"Hawaii",NA,"20","11","2014","big-west"
"Cal State Northridge",NA,"17","18","2014","big-west"
"Cal Poly",NA,"14","20","2014","big-west"
"Cal State Fullerton",NA,"11","20","2014","big-west"
"UC-Riverside",NA,"10","21","2014","big-west"
"UC-Davis",NA,"9","22","2014","big-west"
"UC-Davis",NA,"25","7","2015","big-west"
"UC-Irvine",NA,"21","13","2015","big-west"
"UC-Santa Barbara",NA,"19","14","2015","big-west"
"Long Beach State",NA,"16","17","2015","big-west"
"Hawaii",NA,"22","13","2015","big-west"
"UC-Riverside",NA,"14","17","2015","big-west"
"Cal Poly",NA,"13","16","2015","big-west"
"Cal State Northridge",NA,"9","24","2015","big-west"
"Cal State Fullerton",NA,"9","22","2015","big-west"
"Hawaii",NA,"28","6","2016","big-west"
"UC-Irvine",NA,"28","10","2016","big-west"
"Long Beach State",NA,"20","15","2016","big-west"
"UC-Santa Barbara",NA,"19","14","2016","big-west"
"UC-Davis",NA,"11","19","2016","big-west"
"UC-Riverside",NA,"14","19","2016","big-west"
"Cal State Northridge",NA,"10","20","2016","big-west"
"Cal Poly",NA,"10","20","2016","big-west"
"Cal State Fullerton",NA,"10","20","2016","big-west"
"UC-Irvine",NA,"21","15","2017","big-west"
"UC-Davis",NA,"23","13","2017","big-west"
"Cal State Fullerton",NA,"17","15","2017","big-west"
"Long Beach State",NA,"15","19","2017","big-west"
"Hawaii",NA,"14","16","2017","big-west"
"Cal State Northridge",NA,"11","19","2017","big-west"
"Cal Poly",NA,"11","20","2017","big-west"
"UC-Riverside",NA,"8","21","2017","big-west"
"UC-Santa Barbara",NA,"6","22","2017","big-west"
"UC-Santa Barbara",NA,"19","5","2018","big-west"
"UC-Irvine",NA,"13","14","2018","big-west"
"UC-Davis",NA,"16","9","2018","big-west"
"Cal State Fullerton",NA,"14","9","2018","big-west"
"Long Beach State",NA,"13","14","2018","big-west"
"Hawaii",NA,"13","10","2018","big-west"
"Cal Poly",NA,"8","17","2018","big-west"
"Cal State Northridge",NA,"6","19","2018","big-west"
"UC-Riverside",NA,"6","18","2018","big-west"
"North Carolina-Wilmington",NA,"24","7","2003","colonial"
"Virginia Commonwealth",NA,"18","10","2003","colonial"
"Drexel",NA,"19","12","2003","colonial"
"George Mason",NA,"16","12","2003","colonial"
"Delaware",NA,"15","14","2003","colonial"
"Old Dominion",NA,"12","15","2003","colonial"
"James Madison",NA,"13","17","2003","colonial"
"William & Mary",NA,"12","16","2003","colonial"
"Hofstra",NA,"8","21","2003","colonial"
"Towson",NA,"4","24","2003","colonial"
"Virginia Commonwealth",NA,"23","8","2004","colonial"
"Drexel",NA,"18","11","2004","colonial"
"George Mason",NA,"23","10","2004","colonial"
"Old Dominion",NA,"17","12","2004","colonial"
"Hofstra",NA,"14","15","2004","colonial"
"Delaware",NA,"16","12","2004","colonial"
"North Carolina-Wilmington",NA,"15","15","2004","colonial"
"William & Mary",NA,"7","21","2004","colonial"
"Towson",NA,"8","21","2004","colonial"
"James Madison",NA,"7","21","2004","colonial"
"Old Dominion",NA,"28","6","2005","colonial"
"Virginia Commonwealth",NA,"19","13","2005","colonial"
"North Carolina-Wilmington",NA,"19","10","2005","colonial"
"Drexel",NA,"17","12","2005","colonial"
"Hofstra",NA,"21","9","2005","colonial"
"George Mason",NA,"16","13","2005","colonial"
"Delaware",NA,"11","20","2005","colonial"
"James Madison",NA,"6","22","2005","colonial"
"William & Mary",NA,"8","21","2005","colonial"
"Towson",NA,"5","24","2005","colonial"
"North Carolina-Wilmington",NA,"25","8","2006","colonial"
"George Mason",NA,"27","8","2006","colonial"
"Hofstra",NA,"26","7","2006","colonial"
"Old Dominion",NA,"24","10","2006","colonial"
"Northeastern",NA,"19","11","2006","colonial"
"Virginia Commonwealth",NA,"19","10","2006","colonial"
"Towson",NA,"12","16","2006","colonial"
"Drexel",NA,"15","16","2006","colonial"
"Delaware",NA,"9","21","2006","colonial"
"Georgia State",NA,"7","22","2006","colonial"
"William & Mary",NA,"8","20","2006","colonial"
"James Madison",NA,"5","23","2006","colonial"
"Virginia Commonwealth",NA,"28","7","2007","colonial"
"Old Dominion",NA,"24","9","2007","colonial"
"Hofstra",NA,"22","10","2007","colonial"
"Drexel",NA,"23","9","2007","colonial"
"Northeastern",NA,"13","19","2007","colonial"
"George Mason",NA,"18","15","2007","colonial"
"Towson",NA,"15","17","2007","colonial"
"William & Mary",NA,"15","15","2007","colonial"
"Georgia State",NA,"11","20","2007","colonial"
"North Carolina-Wilmington",NA,"7","22","2007","colonial"
"James Madison",NA,"7","23","2007","colonial"
"Delaware",NA,"5","26","2007","colonial"
"Virginia Commonwealth",NA,"24","8","2008","colonial"
"North Carolina-Wilmington",NA,"20","13","2008","colonial"
"George Mason",NA,"23","11","2008","colonial"
"Old Dominion",NA,"18","16","2008","colonial"
"William & Mary",NA,"17","16","2008","colonial"
"Northeastern",NA,"14","17","2008","colonial"
"Delaware",NA,"14","17","2008","colonial"
"Hofstra",NA,"12","18","2008","colonial"
"Towson",NA,"13","18","2008","colonial"
"Drexel",NA,"12","20","2008","colonial"
"James Madison",NA,"13","17","2008","colonial"
"Georgia State",NA,"9","21","2008","colonial"
"Virginia Commonwealth",NA,"24","10","2009","colonial"
"George Mason",NA,"22","11","2009","colonial"
"Old Dominion",NA,"25","10","2009","colonial"
"Northeastern",NA,"19","13","2009","colonial"
"Hofstra",NA,"21","11","2009","colonial"
"Drexel",NA,"15","14","2009","colonial"
"James Madison",NA,"21","15","2009","colonial"
"Georgia State",NA,"12","20","2009","colonial"
"Delaware",NA,"13","19","2009","colonial"
"William & Mary",NA,"10","20","2009","colonial"
"Towson",NA,"12","22","2009","colonial"
"North Carolina-Wilmington",NA,"7","25","2009","colonial"
"Old Dominion",NA,"27","9","2010","colonial"
"Northeastern",NA,"20","13","2010","colonial"
"William & Mary",NA,"22","11","2010","colonial"
"George Mason",NA,"17","15","2010","colonial"
"Virginia Commonwealth",NA,"27","9","2010","colonial"
"Drexel",NA,"16","16","2010","colonial"
"Hofstra",NA,"19","15","2010","colonial"
"Towson",NA,"10","21","2010","colonial"
"North Carolina-Wilmington",NA,"9","22","2010","colonial"
"Georgia State",NA,"12","20","2010","colonial"
"James Madison",NA,"13","20","2010","colonial"
"Delaware",NA,"7","24","2010","colonial"
"George Mason",NA,"27","7","2011","colonial"
"Old Dominion",NA,"27","7","2011","colonial"
"Hofstra",NA,"21","12","2011","colonial"
"Virginia Commonwealth",NA,"28","12","2011","colonial"
"Drexel",NA,"21","10","2011","colonial"
"James Madison",NA,"21","12","2011","colonial"
"Delaware",NA,"14","17","2011","colonial"
"North Carolina-Wilmington",NA,"13","18","2011","colonial"
"Georgia State",NA,"12","19","2011","colonial"
"Northeastern",NA,"11","20","2011","colonial"
"William & Mary",NA,"10","22","2011","colonial"
"Towson",NA,"4","26","2011","colonial"
"Drexel",NA,"29","7","2012","colonial"
"Virginia Commonwealth",NA,"29","7","2012","colonial"
"George Mason",NA,"24","9","2012","colonial"
"Old Dominion",NA,"22","14","2012","colonial"
"Delaware",NA,"18","14","2012","colonial"
"Georgia State",NA,"22","12","2012","colonial"
"Northeastern",NA,"14","17","2012","colonial"
"James Madison",NA,"12","20","2012","colonial"
"North Carolina-Wilmington",NA,"10","21","2012","colonial"
"William & Mary",NA,"6","26","2012","colonial"
"Hofstra",NA,"10","22","2012","colonial"
"Towson",NA,"1","31","2012","colonial"
"Northeastern",NA,"20","13","2013","colonial"
"Towson",NA,"18","13","2013","colonial"
"Delaware",NA,"19","14","2013","colonial"
"James Madison",NA,"21","15","2013","colonial"
"George Mason",NA,"22","16","2013","colonial"
"Georgia State",NA,"15","16","2013","colonial"
"Drexel",NA,"13","18","2013","colonial"
"William & Mary",NA,"13","17","2013","colonial"
"North Carolina-Wilmington",NA,"10","20","2013","colonial"
"Hofstra",NA,"7","25","2013","colonial"
"Old Dominion",NA,"5","25","2013","colonial"
"Delaware",NA,"25","10","2014","colonial"
"Towson",NA,"25","11","2014","colonial"
"William & Mary",NA,"20","12","2014","colonial"
"Drexel",NA,"16","14","2014","colonial"
"Northeastern",NA,"11","21","2014","colonial"
"College of Charleston",NA,"14","18","2014","colonial"
"James Madison",NA,"11","20","2014","colonial"
"Hofstra",NA,"10","23","2014","colonial"
"North Carolina-Wilmington",NA,"9","23","2014","colonial"
"Northeastern",NA,"23","12","2015","colonial"
"William & Mary",NA,"20","13","2015","colonial"
"James Madison",NA,"19","14","2015","colonial"
"North Carolina-Wilmington",NA,"18","14","2015","colonial"
"Hofstra",NA,"20","14","2015","colonial"
"Drexel",NA,"11","19","2015","colonial"
"Delaware",NA,"10","20","2015","colonial"
"Elon",NA,"15","18","2015","colonial"
"Towson",NA,"12","20","2015","colonial"
"College of Charleston",NA,"9","24","2015","colonial"
"North Carolina-Wilmington",NA,"25","8","2016","colonial"
"Hofstra",NA,"24","10","2016","colonial"
"James Madison",NA,"21","11","2016","colonial"
"William & Mary",NA,"20","11","2016","colonial"
"Towson",NA,"20","13","2016","colonial"
"Northeastern",NA,"18","15","2016","colonial"
"College of Charleston",NA,"17","14","2016","colonial"
"Elon",NA,"16","16","2016","colonial"
"Drexel",NA,"6","25","2016","colonial"
"Delaware",NA,"7","23","2016","colonial"
"North Carolina-Wilmington",NA,"29","6","2017","colonial"
"College of Charleston",NA,"25","10","2017","colonial"
"Towson",NA,"20","13","2017","colonial"
"Elon",NA,"18","14","2017","colonial"
"William & Mary",NA,"17","14","2017","colonial"
"Northeastern",NA,"15","16","2017","colonial"
"Hofstra",NA,"15","17","2017","colonial"
"James Madison",NA,"10","23","2017","colonial"
"Delaware",NA,"13","20","2017","colonial"
"Drexel",NA,"9","23","2017","colonial"
"College of Charleston",NA,"20","6","2018","colonial"
"Northeastern",NA,"17","9","2018","colonial"
"William & Mary",NA,"16","9","2018","colonial"
"Hofstra",NA,"15","11","2018","colonial"
"Towson",NA,"17","10","2018","colonial"
"Elon",NA,"14","12","2018","colonial"
"North Carolina-Wilmington",NA,"8","17","2018","colonial"
"Drexel",NA,"11","16","2018","colonial"
"Delaware",NA,"11","16","2018","colonial"
"James Madison",NA,"7","18","2018","colonial"
"Marquette","18","27","6","2003","cusa"
"Louisville",NA,"25","7","2003","cusa"
"Cincinnati",NA,"17","12","2003","cusa"
"Saint Louis",NA,"16","14","2003","cusa"
"DePaul","23","16","13","2003","cusa"
"Charlotte",NA,"13","16","2003","cusa"
"East Carolina",NA,"12","15","2003","cusa"
"Memphis",NA,"23","7","2003","cusa"
"Alabama-Birmingham",NA,"21","13","2003","cusa"
"Tulane",NA,"16","15","2003","cusa"
"South Florida",NA,"15","14","2003","cusa"
"Houston",NA,"8","20","2003","cusa"
"Southern Mississippi",NA,"13","16","2003","cusa"
"Texas Christian",NA,"9","19","2003","cusa"
"DePaul",NA,"22","10","2004","cusa"
"Memphis",NA,"22","8","2004","cusa"
"Cincinnati",NA,"25","7","2004","cusa"
"Alabama-Birmingham",NA,"22","10","2004","cusa"
"Charlotte","18","21","9","2004","cusa"
"Louisville",NA,"20","10","2004","cusa"
"Saint Louis",NA,"19","13","2004","cusa"
"Marquette",NA,"19","12","2004","cusa"
"Texas Christian","16","12","17","2004","cusa"
"Southern Mississippi",NA,"13","15","2004","cusa"
"East Carolina",NA,"13","14","2004","cusa"
"Tulane",NA,"11","17","2004","cusa"
"Houston","23","9","18","2004","cusa"
"South Florida",NA,"7","20","2004","cusa"
"Louisville","14","33","5","2005","cusa"
"Charlotte",NA,"21","8","2005","cusa"
"Cincinnati",NA,"25","8","2005","cusa"
"Alabama-Birmingham",NA,"22","11","2005","cusa"
"DePaul",NA,"20","11","2005","cusa"
"Houston",NA,"18","14","2005","cusa"
"Memphis",NA,"22","16","2005","cusa"
"Texas Christian","24","21","14","2005","cusa"
"Marquette",NA,"19","12","2005","cusa"
"Saint Louis",NA,"9","21","2005","cusa"
"South Florida",NA,"14","16","2005","cusa"
"Tulane",NA,"10","18","2005","cusa"
"East Carolina",NA,"9","19","2005","cusa"
"Southern Mississippi",NA,"11","17","2005","cusa"
"Memphis","12","33","4","2006","cusa"
"Alabama-Birmingham",NA,"24","7","2006","cusa"
"Texas-El Paso",NA,"21","10","2006","cusa"
"Houston",NA,"21","10","2006","cusa"
